date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:00	111635/111635	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1b413%22	https://html.cwsthemes.com/liami/about.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/about.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:00	88387/88387	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-15943%22	https://html.cwsthemes.com/liami/contact.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/contact.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:00	89248/89248	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-15ca0%22	https://html.cwsthemes.com/liami/faq.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/faq.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:01	3870/3870	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-f1e%22	https://html.cwsthemes.com/liami/signup.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/signup.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:01	3858/3858	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-f12%22	https://html.cwsthemes.com/liami/login.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/login.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:01	130807/130807	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1fef7%22	https://html.cwsthemes.com/liami/index2.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/index2.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:01	130834/130834	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1ff12%22	https://html.cwsthemes.com/liami/index3.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/index3.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:02	92314/92314	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1689a%22	https://html.cwsthemes.com/liami/blog.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:02	88632/88632	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-15a38%22	https://html.cwsthemes.com/liami/blog2.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog2.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:02	89112/89112	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-15c18%22	https://html.cwsthemes.com/liami/blog3.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog3.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:02	97488/97488	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-17cd0%22	https://html.cwsthemes.com/liami/blog4.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog4.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:03	97929/97929	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-17e89%22	https://html.cwsthemes.com/liami/blog5.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog5.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:03	111881/111881	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1b509%22	https://html.cwsthemes.com/liami/product-detail.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/product-detail.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:03	112255/112255	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1b67f%22	https://html.cwsthemes.com/liami/product-detail2.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/product-detail2.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:05	108822/108822	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1a916%22	https://html.cwsthemes.com/liami/product-detail5.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/product-detail5.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:05	30901/30901	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-78b5%22	https://html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:06	22358/22358	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-5756%22	https://html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:06	20141/20141	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-4ead%22	https://html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-3.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-3.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:06	27016/27016	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-6988%22	https://html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-4.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/megamenupost-img1-4.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:06	89607/89607	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-15e07%22	https://html.cwsthemes.com/liami/cart.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/cart.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:07	93217/93217	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-16c21%22	https://html.cwsthemes.com/liami/checkout.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/checkout.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:07	87587/87587	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-15623%22	https://html.cwsthemes.com/liami/wishlist.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/wishlist.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:07	3671/3671	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-e57%22	https://html.cwsthemes.com/liami/forgot-password.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/forgot-password.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:07	121350/121350	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1da06%22	https://html.cwsthemes.com/liami/content-elements.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/content-elements.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:07	88190/88190	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1587e%22	https://html.cwsthemes.com/liami/contact2.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/contact2.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:08	102050/102050	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-18ea2%22	https://html.cwsthemes.com/liami/blog-detail.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog-detail.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:08	108703/108703	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-1a89f%22	https://html.cwsthemes.com/liami/blog-detail2.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/blog-detail2.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:08	103081/103081	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-192a9%22	https://html.cwsthemes.com/liami/audio.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/audio.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:08	102953/102953	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-19229%22	https://html.cwsthemes.com/liami/video.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/video.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:08	102969/102969	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-19239%22	https://html.cwsthemes.com/liami/quote.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/quote.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:09	87799/87799	---MCZ	200	added ('OK')	text/html	etag:W/%226225b89a-156f7%22	https://html.cwsthemes.com/liami/gallery.html	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/gallery.html	(from https://html.cwsthemes.com/liami/index.html)
15:26:09	988/988	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226225b89a-3dc%22	https://html.cwsthemes.com/liami/assets/images/logo.svg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/logo.svg	(from https://html.cwsthemes.com/liami/index.html)
15:26:09	11168/11168	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-2ba0%22	https://html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:09	12732/12732	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-31bc%22	https://html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:10	8582/8582	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-2186%22	https://html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-3.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-3.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:10	15083/15083	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-3aeb%22	https://html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-4.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/mini-cart-img1-4.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:11	404116/404116	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-62a94%22	https://html.cwsthemes.com/liami/assets/images/resources/slide-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/slide-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:11	463125/463125	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-71115%22	https://html.cwsthemes.com/liami/assets/images/resources/slide-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/slide-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:12	197639/197639	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-30407%22	https://html.cwsthemes.com/liami/assets/images/resources/card-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/card-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:13	74006/74006	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-12116%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:13	261071/261071	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-3fbcf%22	https://html.cwsthemes.com/liami/assets/images/resources/card-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/card-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:13	197719/197719	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-30457%22	https://html.cwsthemes.com/liami/assets/images/resources/card-img1-3.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/card-img1-3.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:14	51151/51151	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-c7cf%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:14	77906/77906	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-13052%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-3.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-3.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:14	42502/42502	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-a606%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-4.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-4.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:14	63570/63570	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-f852%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-5.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-5.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:14	96192/96192	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-177c0%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-6.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-6.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:14	59873/59873	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-e9e1%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-7.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-7.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:15	49799/49799	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-c287%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-8.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-8.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:15	95167/95167	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-173bf%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-9.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-9.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:15	72393/72393	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-11ac9%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-10.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-10.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:15	94053/94053	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-16f65%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-11.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-11.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:16	60796/60796	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-ed7c%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-12.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-12.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:16	192369/192369	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-2ef71%22	https://html.cwsthemes.com/liami/assets/images/resources/testi-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/testi-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:16	106837/106837	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-1a155%22	https://html.cwsthemes.com/liami/assets/images/resources/testi-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/testi-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:16	103624/103624	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-194c8%22	https://html.cwsthemes.com/liami/assets/images/resources/testi-img1-3.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/testi-img1-3.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:17	68937/68937	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-10d49%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-13.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-13.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:17	56153/56153	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-db59%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-14.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-14.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:17	47803/47803	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-babb%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-15.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-15.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:17	75270/75270	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-12606%22	https://html.cwsthemes.com/liami/assets/images/resources/product-img1-16.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/product-img1-16.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:18	327137/327137	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-4fde1%22	https://html.cwsthemes.com/liami/assets/images/resources/featured-product-img1-1.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/featured-product-img1-1.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:18	4564/4564	---M--	200	added ('OK')	image/png	etag:%226225b89a-11d4%22	https://html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-1.png	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-1.png	(from https://html.cwsthemes.com/liami/index.html)
15:26:18	444413/444413	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-6c7fd%22	https://html.cwsthemes.com/liami/assets/images/resources/featured-product-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/featured-product-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
15:26:18	8344/8344	---M--	200	added ('OK')	image/png	etag:%226225b89a-2098%22	https://html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-2.png	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-2.png	(from https://html.cwsthemes.com/liami/index.html)
15:26:19	4991/4991	---M--	200	added ('OK')	image/png	etag:%226225b89a-137f%22	https://html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-3.png	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-3.png	(from https://html.cwsthemes.com/liami/index.html)
15:26:19	5607/5607	---M--	200	added ('OK')	image/png	etag:%226225b89a-15e7%22	https://html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-4.png	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-4.png	(from https://html.cwsthemes.com/liami/index.html)
15:26:19	8273/8273	---M--	200	added ('OK')	image/png	etag:%226225b89a-2051%22	https://html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-5.png	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/spnsr-img1-5.png	(from https://html.cwsthemes.com/liami/index.html)
15:26:20	76263/76263	---M--	200	added ('OK')	image/jpeg	etag:%226225b89a-129e7%22	https://html.cwsthemes.com/liami/assets/images/resources/post-img1-2.jpg	C:/Users/adela04/Desktop/TN_APTECH_2025/duan/liami_html/liami_html/html.cwsthemes.com/liami/assets/images/resources/post-img1-2.jpg	(from https://html.cwsthemes.com/liami/index.html)
